Title,Price,Area,address,type,area_value,price_value_trieu,price_per_m2_final,House_number,Street,Ward,District,City,progress,cleaned_street
"CHO THUÊ NHÀ MT NGUYỄN VĂN QUÁ, DT: 15M X 30M, QUẬN 12",Giá: 20 triệu/tháng,Diện tích: 120 m²,"Đường Nguyễn Sỹ Sách, Phường Hưng Phúc, Vinh, Nghệ An",nha_mat_pho,120.0,20.0,166666.66666666666,,Đường Nguyễn Sỹ Sách,Phường Hưng Dũng,Vinh,Nghệ An,True,Đường Nguyễn Sỹ Sách
CHO THUÊ MẶT BẰNG ĐƯỜNG NGUYỄN SĨ SÁCH,Giá: 9 triệu/tháng,Diện tích: 30 m²,"Đường Ông Ích Khiêm, Phường Hải Châu II, Hải Châu, Đà Nẵng",nha_mat_pho,30.0,9.0,300000.0,,Đường Ông Ích Khiêm,Phường Hải Châu 2,Quận Hải Châu,Đà Nẵng,True,Đường Ông Ích Khiêm
"CHO THUÊ MẶT TIỀN, GẦN CHỢ CỒN",Giá: 35 triệu/tháng,Diện tích: 154 m²,"Dự án Khu đô thị Vạn Phúc City, Thành phố Thủ Đức, Hồ Chí Minh",nha_mat_pho,154.0,35.0,227272.7272727273,,Đường Số 7,Phường Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh,True,Đường Số 7
"CHO THUÊ NHÀ THÔ 7X22M VẠN PHÚC CITY CHO HOÀN THIỆN CHDV, LÀM KHO GIÁ 35 TRIỆU THƯƠNG LƯỢNG",Giá: 22 triệu/tháng,Diện tích: 63 m²,"Phố Trần Nguyên Hãn, Phường Niệm Nghĩa, Lê Chân, Hải Phòng",nha_mat_pho,63.0,22.0,349206.34920634923,,Phố Trần Nguyên Hãn,Phường Niệm Nghĩa,Quận Lê Chân,Hải Phòng,True,Phố Trần Nguyên Hãn
"CHÍNH CHỦ CHO THUÊ NHÀ MẶT TIỀN ĐƯỜNG TRẦN NGUYÊN HÃN. NHÀ 2 MẶT TIỀN, TIỆN KINH DOANH BUÔN BÁN",Giá: 20 triệu/tháng,Diện tích: 81 m²,"Dự án Nam Long - Hưng Thạnh, Đường Số 3, Phường Hưng Thạnh, Cái Răng, Cần Thơ",nha_mat_pho,81.0,20.0,246913.5802469136,,,Phường Hưng Thạnh,Quận Cái Răng,Cần Thơ,True,Đường 
"CHO THUÊ NHÀ LÔ GÓC MẶT PHỐ PHỐ HUẾ, MẶT TIỀN 30M, DIỆN TÍCH 100M2, LH 0904860862",Giá: 10 triệu/tháng,Diện tích: 64 m²,"Đường B3, Phường Hưng Phú, Cái Răng, Cần Thơ",nha_mat_pho,64.0,10.0,156250.0,,Đường B3,Phường Hưng Phú,Quận Cái Răng,Cần Thơ,True,Đường B3
"CHO THUÊ NHÀ LẦU MỚI KHU DÂN CƯ HƯNG PHÚ 1 GẦN TÒA NHÀ NAM Á BANK, GIÁ 10 TRIỆU/TH",Giá: 55 triệu/tháng,Diện tích: 100 m²,"Đường Giang Văn Minh, Phường Ngọc Hà, Ba Đình, Hà Nội",nha_mat_pho,100.0,55.0,550000.0,,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình,Hà Nội,True,Đường Giảng Võ
"CHO THUÊ TÒA VĂN PHÒNG TỪ TẦNG 1,2,3,4X100M2",Giá: 280 triệu,Diện tích: 430 m²,"Đường Bùi Thị Xuân, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",nha_mat_pho,430.0,280.0,651162.7906976744,,Phố Bùi Thị Xuân,,Quận Hai Bà Trưng,Hà Nội,True,Phố Bùi Thị Xuân
"CHO THUÊ NHÀ MP BÙI THỊ XUÂN MẶT TIỀN 20M, DT 430M2 X 3 TẦNG, GÍA THUÊ 12K$/THÁNG",Giá: 20 triệu/tháng,Diện tích: 63 m²,"47A, Đường Nguyễn Chí Thanh, Phường 16, Quận 11, Hồ Chí Minh",nha_mat_pho,63.0,20.0,317460.31746031746,47,Đường Nguyễn Chí Thanh,Phường 16,Quận 11,Hồ Chí Minh,True,Đường Nguyễn Chí Thanh
"NHÀ MỚI KENG, 4 LẦU (4PN, 5WC), MT 47A NGUYỄN CHÍ THANH, P16, Q11",Giá: 13 triệu/tháng,Diện tích: 50 m²,"Đường Trần Việt Châu, Phường An Hòa, Ninh Kiều, Cần Thơ",nha_mat_pho,50.0,13.0,260000.0,,Đường Trần Việt Châu,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True,Đường Trần Việt Châu
CHO THUÊ NHÀ MẶT TIỀN TRẦN VIỆT CHÂU GẦN NGÃ 3 CHỢ AN HÒA GIÁ DƯỚI 15 TRIỆU,Giá: 90 triệu/tháng,Diện tích: 240 m²,Hoàng Sa. Phường 11. Quận 3,nha_mat_pho,240.0,90.0,375000.0,3,Đường Hoàng Sa,Phường 5,Quận Tân Bình,Hồ Chí Minh,True,Đường Hoàng Sa
CHO THUÊ NHÀ NGUYÊN CĂN MẶT TIỀN HOÀNG SA_QUẬN 3_(24X10M)_90 TRIỆUCHO THUÊ NHÀ NGUYÊN CĂN MẶT TIỀN HOÀNG SA_QUẬN 3_(24X10M)_90 TRIỆU,Giá: 15 triệu/tháng,Diện tích: 125 m²,"Đường Võ Nguyên Giáp, Phường Phú Thứ, Cái Răng, Cần Thơ",nha_mat_pho,125.0,15.0,120000.0,,Đường Võ Nguyên Giáp,Phường Phú Thứ,Quận Cái Răng,Cần Thơ,True,Đường Võ Nguyên Giáp
CHO THUÊ NHÀ MẶT TIỀN VÕ NGUYÊN GIÁP TRUNG TÂM HÀNH CHÍNH QUẬN CÁI RĂNG GIÁ 15 TRIỆU/THÁNG,Giá: 9 triệu/tháng,Diện tích: 90 m²,"Đường Nguyễn Tri Phương, Phường An Khánh, Ninh Kiều, Cần Thơ",nha_mat_pho,90.0,9.0,100000.0,,Đường Nguyễn Tri Phương,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True,Đường Nguyễn Tri Phương
CHO THUÊ NHÀ MẶT TIỀN ĐƯỜNG NGUYỄN TRI PHƯƠNG GẦN BỆNH VIỆN Y DƯỢC CẦN THƠ GIÁ DƯỚI 10 TRIỆU,Giá: 24 triệu/tháng,Diện tích: 126 m²,"Đường Lý Tự Trọng, Phường An Phú, Ninh Kiều, Cần Thơ",nha_mat_pho,126.0,24.0,190476.19047619047,,Đường Lý Tự Trọng,Phường An Phú,Quận Ninh Kiều,Cần Thơ,True,Đường Lý Tự Trọng
CHO THUÊ NHÀ MẶT TIỀN LÝ TỰ TRỌNG GẦN NGÃ 3 TRẦN HƯNG ĐẠO NGANG TRÊN 5M GIÁ DƯỚI 25 TRIỆU,Giá: 14 triệu/tháng,Diện tích: 200 m²,"Đường TK11, Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",nha_mat_pho,200.0,14.0,70000.0,,Đường TK11,Xã Bà Điểm,Huyện Hóc Môn,Hồ Chí Minh,True,Đường TK11
"CHO THUÊ NHÀ DT 8M X 25M TRỆT, 1LẦU",Giá: 32 triệu/tháng,Diện tích: 80 m²,"Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",nha_mat_pho,80.0,32.0,400000.0,,,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,True,Đường 
CHO THUÊ NHÀ MT 5M TẦNG THANG MÁY KHU DU LỊCH GẦN BIỂN NGŨ HÀNH SƠN,Giá: 135 triệu,Diện tích: 100 m²,"Đường Phan Đình Phùng, Phường Quán Thánh, Ba Đình, Hà Nội",nha_mat_pho,100.0,135.0,1350000.0,,Đường Phan Đình Phùng,Phường Quán Thánh,Quận Ba Đình,Hà Nội,True,Đường Phan Đình Phùng
CHÍNH CHỦ CHO THUÊ NHÀ MẶT PHỐ PHAN ĐÌNH PHÙNG. LÔ GÓC 2 MẶT TIỀN 12.5M VỊ TRÍ ĐẸP,Giá: 20 triệu/tháng,Diện tích: 85 m²,"Phường Thạc Gián, Thanh Khê, Đà Nẵng",nha_mat_pho,85.0,20.0,235294.11764705885,,,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,True,Đường 
"CHO THUÊ NHÀ 4 TẦNG MT GẦN TRƯỜNG ĐẠI HỌC DUY TÂN, GẦN ĐƯỜNG NGUYỄN VĂN LINH",Giá: 18 triệu/tháng,Diện tích: 80 m²,"4 Đường Nguyễn Phúc Nguyên, Phường 9, Quận 3, Hồ Chí Minh",nha_mat_pho,80.0,18.0,225000.0,4,Đường Nguyễn Phúc Nguyên,Phường 10,Quận 3,Hồ Chí Minh,True,Đường Nguyễn Phúc Nguyên
NHÀ CHO THUÊ NGUYÊN CĂN 1 TRỆT 3 LẦU(DT: 4*5) NGAY VÒNG XOAY DÂN CHỦ,Giá: 33 triệu/tháng,Diện tích: 50 m²,"Đường Tôn Đản, Phường 15, Quận 4, Hồ Chí Minh",nha_mat_pho,50.0,33.0,660000.0,4,Đường Tôn Đản,Phường 4,Quận 4,Hồ Chí Minh,True,Đường Tôn Đản
"GÓC 2MT TÔN ĐẢN, QUẬN 4 KHU BUÔN BÁN SẦM UẤT, ĐÔNG DÂN CƯ",Giá: 17 ngàn/tháng,Diện tích: 108 m²,Cấn Thơ,nha_mat_pho,108.0,,,,,,,Cần Thơ,True,Đường 
"CHO THUÊ NHÀ MẶT TIỀN NGUYỄN VĂN CỪ, P. AN BÌNH, GẦN ĐẠI HỌC FPT",Giá: 50 triệu/tháng,Diện tích: 450 m²,"Phường Tam Thuận, Thanh Khê, Đà Nẵng",nha_mat_pho,450.0,50.0,111111.11111111112,,,Phường Tam Thuận,Quận Thanh Khê,Đà Nẵng,True,Đường 
"CHO THUÊ NHÀ MT TRỐNG SUỐT 450M2 ĐẤT QUẬN THANH KHÊ, GIÁ 50TR","Giá: 6,5 triệu/tháng",Diện tích: 60 m²,"ninh kiều, cần thơ, Dự án, Dự án, Dự án",nha_mat_pho,60.0,6.5,108333.33333333331,,,,,,True,Đường 
CHO THUÊ NHÀ LẦU MỚI ĐẸP TRUNG TÂM CẦN THƠ CÓ MÁY LẠNH GIÁ DƯỚI 7 TRIỆU,Giá: 13 triệu/tháng,Diện tích: 50 m²,"ninh kiều, cần thơ1,, Dự án, Dự án, Dự án, Dự án, Dự án, Dự án, Dự án, Dự án, Dự án, Dự án, Dự án",nha_mat_pho,50.0,13.0,260000.0,,,,,,True,Đường 
CHO THUÊ NHÀ MẶT TIỀN TRẦN VIỆT CHÂU GẦN NGÃ 3 CHỢ AN HÒA GIÁ DƯỚI 15 TRIỆU,Giá: 13 triệu/tháng,Diện tích: 50 m²,Cấn Thơ,nha_mat_pho,50.0,13.0,260000.0,,,,,Cần Thơ,True,Đường 
"CHO THUÊ NHÀ MẶT TIỀN TRẦN VIỆT CHÂU, P. AN HÒA, KHU VỰC KINH DOANH SẦM UẤT","Giá: 5,5 triệu/tháng",Diện tích: 60 m²,ninh kieu,nha_mat_pho,60.0,5.5,91666.66666666669,,,,Quận Ninh Kiều,Cần Thơ,True,Đường 
CHO THUÊ NHÀ HẺM TRUNG TÂM CẦN THƠ ĐƯỜNG TRẦN HƯNG ĐẠO GIÁ DƯỚI 6 TRIỆU,Giá: 24 triệu/tháng,Diện tích: 126 m²,ninh kieu,nha_mat_pho,126.0,24.0,190476.19047619047,,,,Quận Ninh Kiều,Cần Thơ,True,Đường 
CHO THUÊ NHÀ MẶT TIỀN LÝ TỰ TRỌNG GẦN NGÃ 3 TRẦN HƯNG ĐẠO NGANG TRÊN 5M GIÁ DƯỚI 25 TRIÊU,Giá: 10 triệu/tháng,Diện tích: 64 m²,cái răng,nha_mat_pho,64.0,10.0,156250.0,,,,Quận Cái Răng,Cần Thơ,True,Đường 
CHO THUÊ NHÀ LẦU MỚI KHU DÂN CƯ HƯNG PHÚ 1 GẦN TÒA NHÀ NAM Á BANK GIÁ 10 TRIỆU,Giá: 15 triệu/tháng,Diện tích: 125 m²,cái răng,nha_mat_pho,125.0,15.0,120000.0,,,,Quận Cái Răng,Cần Thơ,True,Đường 
CHO THUÊ NHÀ MẶT TIỀN VÕ NGUYÊN GIÁP TRUNG TÂM HÀNH CHÍNH QUẬN CÁI RĂNG GIÁ 15 TRIỆU THÁNG,Giá: 20 triệu/tháng,Diện tích: 198 m²,"Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",nha_mat_pho,198.0,20.0,101010.101010101,,,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,True,Đường 
"CHO THUÊ MẶT BẰNG VỊ TRÍ ĐẸP MẶT ĐƯỜNG LẠCH TRAY, MẶT TIỀN RỘNG, CSVC ĐẸP, KHINH DOANH DC NGAY",Giá: 83 triệu/tháng,Diện tích: 84 m²,"BĐS An Phát Plus, Nguyễn Hữu Dật, ĐN",nha_mat_pho,84.0,83.0,988095.238095238,,Đường Nguyễn Hữu Dật,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,True,Đường Nguyễn Hữu Dật
"NHÀ CHO THUÊ 6,5 TẦNG MẶT TIỀN NGUYỄN THÁI HỌC, GẦN CHỢ HÀN",Giá: 38 triệu/tháng,Diện tích: 165 m²,"BĐS An Phát Plus, Nguyễn Hữu Dật, ĐN",nha_mat_pho,165.0,38.0,230303.0303030303,,Đường Nguyễn Hữu Dật,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,True,Đường Nguyễn Hữu Dật
"NHÀ 4 TẦNG MẶT TIỀN 6,5 M ĐƯỜNG PASTEUR – 38 TR/TH",Giá: 16 triệu/tháng,Diện tích: 256 m²,"Đường Đoàn Thị Điểm, Phường 4, Đà Lạt, Lâm Đồng",nha_mat_pho,256.0,16.0,62500.0,,Đường Đoàn Thị Điểm,Phường 4,Đà Lạt,Lâm Đồng,True,Đường Đoàn Thị Điểm
CHO THUÊ NHÀ MẶT PHỐ TẠI VIỆT NAM,Giá: 120 triệu,Diện tích: 90 m²,"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",nha_mat_pho,90.0,120.0,1333333.3333333333,,Phố Chùa Láng,Phường Láng Thượng,Quận Đống Đa,Hà Nội,True,Phố Chùa Láng
"CỰC HOT! CHO THUÊ NHÀ MẶT PHỐ CHÙA LÁNG 90M X 7 TẦNG CÓ HẦM, MẶT TIỀN 5M CÓ THANG MÁY PCCC ĐẦY ĐỦ",Giá: 15 triệu/tháng,Diện tích: 200 m²,Đường Cách Mạng Tháng 8,nha_mat_pho,200.0,15.0,75000.0,,Đường Cách Mạng Tháng 8,,Quận 3,Hồ Chí Minh,True,Đường Cách Mạng Tháng 8
"CHO THUÊ NHÀ 4 TẦNG GẦN TRUNG TÂM HÀNH CHÍNH, NGANG 8M",Giá: 55 triệu/tháng,Diện tích: 72 m²,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",nha_mat_pho,72.0,55.0,763888.8888888889,10,Đường Sư Vạn Hạnh,Phường 2,Quận 10,Hồ Chí Minh,True,Đường Sư Vạn Hạnh
"NHÀ MẶT TIỀN ĐƯỜNG SƯ VẠN HẠNH , QUẬN 10. DT: 4 X 18M , 4 TẦNG . GIÁ 55 TRIỆU",Giá: 70 triệu/tháng,Diện tích: 120 m²,"Đường Đê La Thành, Phường Láng Thượng, Đống Đa, Hà Nội",nha_mat_pho,120.0,70.0,583333.3333333334,,Đường Đê La Thành,Phường Láng Thượng,Quận Đống Đa,Hà Nội,True,Đường Đê La Thành
"CHO THUÊ NHÀ MẶT PHỐ ĐÊ LA THÀNH ĐỐNG ĐA 120M X 3 TẦNG, MẶT TIỀN 7M CÓ VỈA, KD MỌI MÔ HÌNH GIÁ 70TR",Giá: 220 triệu,Diện tích: 245 m²,"Dự án Sala Đại Quang Minh, Quận 2, Hồ Chí Minh",nha_mat_pho,245.0,220.0,897959.1836734693,10,Đường Mai Chí Thọ,Phường An Lợi Đông,Thủ Đức,Hồ Chí Minh,True,Đường Mai Chí Thọ
"CHO THUÊ GẤP CÁC CĂN LỚN TẠI SALA, DIỆN TÍCH 1.000M2 - GIÁ 220.000 TRIỆU/THÁNG - HOÀN THIỆN.",Giá: 6 triệu/tháng,Diện tích: 80 m²,"Đường Nguyễn Đệ, Phường An Hòa, Ninh Kiều, Cần Thơ.",nha_mat_pho,80.0,6.0,75000.0,,Đường Nguyễn Đệ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True,Đường Nguyễn Đệ
CHO THUÊ NHÀ MẶT TIỀN NGUYỄN ĐỆ - NINH KIỀU - 6 TRIỆU,Giá: 60 triệu/tháng,Diện tích: 100 m²,"Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",nha_mat_pho,100.0,60.0,600000.0,,,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,True,Đường 
"CHO THUÊ NHÀ MT ĐƯỜNG LỚN CÓ 7 TẦNG THANG MÁY. PHƯỜNG KHUÊ TRUNG, CẨM LỆ",Giá: 60 triệu/tháng,Diện tích: 110 m²,"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",nha_mat_pho,110.0,60.0,545454.5454545454,,Đường Nguyễn Văn Cừ,Phường Ngọc Lâm,Quận Long Biên,Hà Nội,True,Đường Nguyễn Văn Cừ
"CHO THUÊ NHÀ 5 TẦNG PHỐ NGUYỄN VĂN CỪ, LONG BIÊN. MẶT TIỀN 11M CÓ THANG MÁY, HẦM ĐỂ XE",Giá: 100 triệu,Diện tích: 100 m²,"Đường Mạc Thái Tông, Phường Trung Hòa, Cầu Giấy, Hà Nội",nha_mat_pho,100.0,100.0,1000000.0,,Phố Mạc Thái Tông,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,True,Phố Mạc Thái Tông
"CHO THUÊ NHÀ MẶT PHỐ MẠC THÁI TÔNG - CẦU GIẤY 100M X 4 TẦNG, MT 7M VỈA HÈ RỘNG CÓ HẦM, CÓ THANG MÁY",Giá: 10 triệu/tháng,Diện tích: 150 m²,"Số nhà 518, Tiền Châu, Phúc Yên, Vĩnh Phúc",nha_mat_pho,150.0,10.0,66666.66666666667,,,Xã Tiền Châu,Thị Xã Phúc Yên,Vĩnh Phúc,True,Đường 
CHO THUÊ NHÀ,Giá: 9 triệu/tháng,Diện tích: 21 m²,"87 Đường Tùng Thiện Vương, Phường 11, Quận 8, Hồ Chí Minh",nha_mat_pho,21.0,9.0,428571.4285714286,87,Đường Tùng Thiện Vương,Phường 11,Quận 8,Hồ Chí Minh,True,Đường Tùng Thiện Vương
"CHO THUÊ NGUYÊN CĂN MỚI ĐẸP, 2 MẶT TIỀN, CỬA HÔNG 8M, 42M2, 2 TẦNG, SỔ HỒNG , TT P11 Q8-GIÁP Q5,Q1.",Giá: 20 triệu/tháng,Diện tích: 90 m²,"Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",nha_mat_pho,90.0,20.0,222222.22222222225,,,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,True,Đường 
"CHO THUÊ NHÀ 4 TẦNG THANG MÁY MT HOÀ CƯỜNG NAM, QUÂN HẢI CHÂU",Giá: 80 triệu/tháng,Diện tích: 240 m²,"Đường Trương Vĩnh Ký, Phường Tân Thành, Tân Phú, Hồ Chí Minh",nha_mat_pho,240.0,80.0,333333.3333333333,,Đường Trương Vĩnh Ký,Phường Tân Thành,Quận Tân Phú,Hồ Chí Minh,True,Đường Trương Vĩnh Ký
"CHO THUÊ MTKD SẦM UẤT TRƯƠNG VĨNH KÝ, Q. TÂN PHÚ 240M2 LỬNG",Giá: 35 triệu/tháng,Diện tích: 102 m²,"Dự án Khu đô thị Vạn Phúc City, Thành phố Thủ Đức, Hồ Chí Minh",nha_mat_pho,102.0,35.0,343137.2549019608,,Đường Số 7,Phường Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh,True,Đường Số 7
"CHO THUÊ NHÀ VẠN PHÚC CITY CÓ THANG MÁY, 6X17M, 1 HẦM 4 TẦNG HOÀN THIỆN CAO CẤP GIÁ 35 TRIỆU",Giá: 30 triệu/tháng,Diện tích: 42 m²,Nguyễn Thị Minh Khai,nha_mat_pho,42.0,30.0,714285.7142857143,,Đường Nguyễn Thị Minh Khai,,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Thị Minh Khai
"CHO THUÊ MẶT BẰNG 402 NGUYỄN THỊ MINH KHAI, PHƯỜNG 5, QUẬN 3",Giá: 100 triệu,Diện tích: 220 m²,Lê Quang Đạo,nha_mat_pho,220.0,100.0,454545.4545454545,,Đường Lê Quang Đạo,,Quận Nam Từ Liêm,Hà Nội,True,Đường Lê Quang Đạo
ĐỘC QUYỀN 10 CĂN SHOPHOUSE LIỀN KỀ DỰ ÁN CAO CẤP THE MATRIX ONE - LÊ QUANG ĐẠO,Giá: 100 triệu,Diện tích: 720 m²,Lê Quang Đạo,nha_mat_pho,720.0,100.0,138888.88888888888,,Đường Lê Quang Đạo,,Quận Nam Từ Liêm,Hà Nội,True,Đường Lê Quang Đạo
"SHOPHOUSE 5 TẦNG THE MATRIX ONE HOÀN THIỆN CƠ BẢN GẦN 1000M2 SỬ DỤNG, GIÁ CHỈ 100 TRIỆU/THÁNG",Giá: 22 triệu/tháng,Diện tích: 63 m²,"500, Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",nha_mat_pho,63.0,22.0,349206.34920634923,500,Đường Cộng Hòa,Phường 13,Quận Tân Bình,Hồ Chí Minh,True,Đường Cộng Hòa
"RẺ NHẤT KHU VỰC! C/C CHO THUÊ NHÀ MẶT TIỀN KD 500 CỘNG HOÀ, 63M2(4.2X15M), ĐỐI DIỆN TOÀ NHÀ E. TOWN",Giá: 160 triệu,Diện tích: 120 m²,"Phố Thi Sách, Phường Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội",nha_mat_pho,120.0,160.0,1333333.3333333333,,Phố Ngô Thì Nhậm,Phường Phạm Đình Hổ,Quận Hai Bà Trưng,Hà Nội,True,Phố Ngô Thì Nhậm
"CHO THUÊ NHÀ MẶT PHỐ THI SÁCH - NGÔ THÌ NHẬM 120M X 10 TẦNG,MT 5M CÓ VỈA THANG MÁY,PHÙ HỢP MỌI VPKD",Giá: 100 triệu,Diện tích: 250 m²,Số 8 Lê Đức Thọ,nha_mat_pho,250.0,100.0,400000.0,8,Đường Lê Đức Thọ,Phường 16,Quận Gò Vấp,Hồ Chí Minh,True,Đường Lê Đức Thọ
ĐỘC QUYỀN CHO THUÊ TẦNG THƯƠNG MẠI DỊCH VỤ HẠNG A THE ZEI PLAZA DT TỪ 25-2000M2 GIÁ TỐT VÀO NGAY,Giá: 55 triệu/tháng,Diện tích: 254 m²,"Đường Cách Mạng Tháng Tám, Phường 6, Tân Bình, Hồ Chí Minh",nha_mat_pho,254.0,55.0,216535.43307086613,,Hẻm 22 Cách Mạng Tháng 8,Phường 6,Quận Tân Bình,Hồ Chí Minh,True,Đường Cách Mạng Tháng 8
"CHO THUÊ NHÀ MẶT TIỀN 701 CÁCH MẠNG THÁNG TÁM,PHƯỜNG 6,TÂN BÌNH,HCM",Giá: 68 triệu/tháng,Diện tích: 125 m²,Số 8 Lê Đức Thọ,nha_mat_pho,125.0,68.0,544000.0,8,Đường Lê Đức Thọ,Phường 16,Quận Gò Vấp,Hồ Chí Minh,True,Đường Lê Đức Thọ
"CHO THUÊ TẦNG 1,2,3,4 TRUNG TÂM THƯƠNG MẠI MỚI TOANH TẠI DỰ ÁN THE ZEI PLAZA, LÊ ĐỨC THỌ, MỸ ĐÌNH",Giá: 45 triệu/tháng,Diện tích: 92.4 m²,"Đường Thích Quảng Đức, Phường 5, Phú Nhuận, Hồ Chí Minh",nha_mat_pho,92.4,45.0,487012.98701298697,,Đường Thích Quảng Đức,Phường 5,Quận Phú Nhuận,Hồ Chí Minh,True,Đường Thích Quảng Đức
CHO THUÊ GÓC 2MT ĐƯỜNG THÍCH QUẢNG ĐỨC GẦN NGÃ TƯ PHÚ NHUẬN DT 420M2 5T 45TR/TH LH 0931580581,Giá: 55 triệu/tháng,Diện tích: 93 m²,"Hàm Nghi, Mỹ Đình",nha_mat_pho,93.0,55.0,591397.8494623656,,Đường Hàm Nghi,Phường Ngô Mây,Quy Nhơn,Bình Định,True,Đường Hàm Nghi
"TOP 10 SHOPHOUSE, LIỀN KỀ CHO THUÊ THEO TẦNG HOẶC NGUYÊN CĂN GIÁ TỪ 15TR TẠI VINHOMES GARDENIA",Giá: 15 triệu/tháng,Diện tích: 100 m²,"Đường Phú Mỹ, Phường Phú Mỹ, Phú Mỹ, Bà Rịa Vũng Tàu",nha_mat_pho,100.0,15.0,150000.0,,Hùng Vương,Phường Phú Mỹ,Thị Xã Phú Mỹ,Bà Rịa-Vũng Tàu,True,Đường Hùng Vương
CHO THUÊ NHÀ MẶT PHỐ 6PN GIÁ 15T PHÚ MỸ BRVT,Giá: 45 triệu/tháng,Diện tích: 100 m²,"Dự án An Phú An Khánh, Quận 2, Hồ Chí Minh",nha_mat_pho,100.0,45.0,450000.0,,,Phường An Phú,Thủ Đức,Hồ Chí Minh,True,Đường 
CHO THUÊ NHÀ MẶT TIỀN KD LÊ VĂN THỊNH P.BÌNH TRƯNG TÂY CÁCH NGUYỄN DUY TRINH 50MM 0972473331,Giá: 45 triệu/tháng,Diện tích: 245 m²,"Phường Khương Thượng, Đống Đa, Hà Nội",nha_mat_pho,245.0,45.0,183673.4693877551,,,Phường Khương Thượng,Quận Đống Đa,Hà Nội,True,Đường 
CHO THUÊ NHÀ MẶT PHỐ TẠI VIỆT NAM,Giá: 11 triệu/tháng,Diện tích: 24 m²,"Đường 23, Phường 4, Quận 4, Hồ Chí Minh",nha_mat_pho,24.0,11.0,458333.3333333333,23,Đường Số 4,Phường 4,Quận 3,Hồ Chí Minh,True,Đường Số 4
"CHO THUÊ NHÀ MẶT TIỀN 3 PHÒNG NGỦ 3WC, QUẬN 4",Giá: 690 triệu,Diện tích: 2000 m²,"Đường Sư Vạn Hạnh, Phường 13, Quận 10, Hồ Chí Minh",nha_mat_pho,2000.0,690.0,345000.0,10,Đường Sư Vạn Hạnh,Phường 2,Quận 10,Hồ Chí Minh,True,Đường Sư Vạn Hạnh
"CHO THUÊ NHÀ GÓC 2MT SƯ VẠN HẠNH, DT: 40M X 50M, 1 TRỆT, 1 LẦU, QUẬN 10",Giá: 16 triệu/tháng,Diện tích: 88 m²,Cần Thơ,nha_mat_pho,88.0,16.0,181818.18181818185,,,,,Cần Thơ,True,Đường 
CHO THUÊ NHÀ MẶT TIỀN BỜ HỒ HUỲNH CƯƠNG,Giá: 33 triệu/tháng,Diện tích: 45 m²,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",nha_mat_pho,45.0,33.0,733333.3333333334,,Phố Thái Hà,Phường Trung Liệt,Quận Đống Đa,Hà Nội,True,Phố Thái Hà
"CHO THUÊ NHÀ MẶT PHỐ THÁI HÀ - ĐỐNG ĐA 45M X 4TẦNG, MẶT TIỀN 5M VỈA RỘNG, KD MỌI MÔ HÌNH SẠCH & VP",Giá: 40 triệu/tháng,Diện tích: 108 m²,Nguyễn Văn Linh,nha_mat_pho,108.0,40.0,370370.3703703704,,Đường Nguyễn Văn Linh,,Quận 7,Hồ Chí Minh,True,Đường Nguyễn Văn Linh
"7303-CHO THUÊ NHÀ NGUYÊN CĂN MẶT TIỀN 5 TẦNG ĐƯỜNG NGUYỄN VĂN LINH, P. THẠC GIÁN, Q. THANH KHÊ, TP. ĐÀ NẴNG",Giá: 50 triệu/tháng,Diện tích: 108 m²,Lê Đình Lý,nha_mat_pho,108.0,50.0,462962.962962963,,Đường Lê Đình Lý,,Quận Thanh Khê,Đà Nẵng,True,Đường Lê Đình Lý
